,source,target
13254,"Rio de Janeiro waa mid ka mid ah magaalooyinka ugu booqashada badan ee ku yaalla koofurta dhexe , waxaana loo yaqaanaa goobaha dabiiciga ah , carnival , samba , bossa nova , xeebaha balneario [ 10 ] sida Barra da Tijuca , Copacabana , Ipanema , iyo Leblon.
","Rio de Janeiro is one of the most visited cities in the Southern Hemisphere and is known for its natural settings , Carnival , samba , bossa nova , and balneario beaches such as Barra da Tijuca , Copacabana , Ipanema , and Leblon.
"
13255,"Rishon LeZion Israaiil Rishon LeZion ( Cibraaniga : רִאשׁוֹן לְצִיּוֹן Ku saabsan codkani ( gargaar · macluumaad ) , iftiimay First First to Zion ) waa magaalada afraad ee ugu weyn ee Israa'iil , oo ku taalla bartamaha xeebta dhexe ee dhexe 8 km ( 5 mi ) koonfureed Tel Aviv.
","First to Zion ) is the fourth largest city in Israel , located along the central Israeli coastal plain south of Tel Aviv.
"
13256,"Waa qayb ka mid ah degaanka Gush Dan.
","It is part of the Gush Dan metropolitan area.
"
13257,"Laga soo bilaabo 1882 oo ay soo galootiga Yuhuudda ka soo jeeda Boqortooyada Ruushka , waxay ahayd degsiimadii labaad ee beeralaydii Yuhuudda ee lagu aasaasay dalka Israa'iil qarnigii 19aad , kadib markii Petah Tikva.
","Founded in 1882 by Jewish immigrants from the Russian Empire , it was the second Jewish farm settlement established in Ottoman Palestine in the 19th century , after Petah Tikva.
"
13258,"Sidoo kale waa caasimadda gobolka Riyadh waxaana ka mid ah gobollada taariikhiga ah ee Najd iyo Al Yamama.
","Between Riyadh and Al Kharj road , it is one of the easily accessible caves in the area of Riyadh.
"
13259,"Waxay ku taallaa bartamaha Jasiiradda Carabta oo ku taal dhul balaadhan oo guryo iyo in ka badan lix milyan oo qof.
","Riyadh is one of the world's fastest-growing cities in population and is home to many expatriates.
"
13260,"Magaaladu waxay u qaybsantaa 15 degmo degmo oo ay maamusho degmada Riyadh oo uu hoggaamiyo duqa magaalada Riyadh , iyo Hay'adda Horumarinta Riyadh oo uu hogaamiyo guddoomiyaha gobolka , Faisal bin Bandar Al Saud.
","The city is divided into 15 municipal districts , which are overseen by the Municipality of Riyadh headed by the mayor ; and the Royal Commission for Riyadh which is chaired by the Governor of the Province , Faisal bin Bandar Al Saud.
"
13261,"Duqa magaalada hadda waa Ibrahim Mohammed Al-Sultan.
","The city is served by a modern major highway system.
"
13262,"[ 3 ] Taariikhda hore Intii lagu jiray xilligii hore ee Islaamiga , magaalada oo ku taala goobta Riyadh casri ah waxaa loo yaqaan "" Hajr "" ( Carabiga : حجر ) , waxaana la sheegay inay aasaaseen qabiilkii Banu Hanifa [ 4 ] Xajr waxay noqotay caasimadda gobolka Al-Yamamah , oo guddoomiyayaashu ay masuul ka ahaayeen badi bartamaha iyo bariga Carabta intii lagu jiray xilligii Umayyad iyo Abbasid.
","During the Pre-Islamic era the city at the site of modern Riyadh was called "" Hajr "" , and was reportedly founded by the tribe of Banu Hanifa.
"
13263,"Dabadeedna magaaladu waxay gashay muddo dheer.
","The city then went into a long period of decline.
"
13264,"Qarnigii 14aad , Safiirka Waqooyiga Afrika Ibn Battuta ayaa ka qoray booqashadiisa Xajka , isagoo ku tilmaamay "" magaalada ugu weyn ee Al-Yamamah , magaciisuna waa Xaj "".
","In the 14th century , North African traveler Ibn Battuta wrote of his visit to Hajr , describing it as "" the main city of Al-Yamamah , and its name is Hajr . ""
"
13265,"Ibn Battuta wuxuu ku sii wadi doonaa inuu u sharaxo sida magaalooyinka kaniisadaha iyo dhirta ay la wadaagaan Bani Hanifa oo intooda badan , wuxuuna sheegay in uu sii waday hogaamiyahooda Mecca si ay u fuliyaan Xajka.
","Ibn Battuta goes on to describe it as a city of canals and trees with most of its inhabitants belonging to the Bani Hanifa , and reports that he continued on with their leader to Mecca to perform the Hajj.
"
13266,"Midka ugu muhiimsan ee kuwani waa Migrin ( ama Muqrin ) iyo Miqal , inkasta oo magaca Xajka uu sii waday inuu ka muuqdo gabayada dadweynaha.
","The most notable of these were "" Migrin "" ( or "" Muqrin "" ) and "" Mi 'kal , "" though the name "" Hajr "" continued to appear in local folk poetry.
"
13267,"Deham ibn Dawwas , oo ah qaxooti ka soo jeeda Manfuha , ayaa la wareegay Riyadh.
","In 1737 , Deham ibn Dawwas , a refugee from neighboring Manfuha , took control of Riyadh.
"
13268,"Ibn Dawwas wuxuu dhisay hal derbi si uu u dhexgalo magaalada kale ee magaalada oasis ee aagga , taas oo ka dhigaysa mid si toos ah u ah magaalo.
","Ibn Dawwas built a single wall to encircle the various oasis town in the area , making them effectively a single city.
"
13269,"Sucuudiga Saddexaad 1922 Khariidadda Riyadh Sanadkii 1744 , Muhammad ibn Abdel Wahhab wuxuu isku xidhay isbahaysi Muhammad ibn Saud , oo ah taliyaha magaalada ku dhow ee Diriyah.
","In 1744 , Muhammad ibn Abdul Wahhab formed an alliance with Muhammad ibn Saud , the ruler of the nearby town of Diriyah.
"
13270,"Ibn Saud ayaa markaa ka dib ku dhawaaqay in uu ku guulaysto gobolka ku hareeraysan isaga oo ujeedkiisu yahay in uu u hoggaansamo xukun dawlad kaliya ah.
","The shopping centre has a separate floor for women only to shop where men are not allowed to enter.
"
13271,"Ibn Dawwas ee Riyadh wuxuu hogaaminayay iska caabin aad u liidata , oo lala xidhiidhiyay ciidamada Al-Kharj , Al Ahsa iyo qabiilka Banu Yam ee Najran.
","Ibn Dawwas of Riyadh led the most determined resistance , allied with forces from Al Kharj , Al Ahsa , and the Banu Yam clan of Najran.
"
13272,"Si kastaba ha ahaatee , Ibn Daahir ayaa ka cararay , Riyadh wuxuu uqornay Suudaan 1774-kii , isaga oo soo afjaray sanado badan oo dagaallo ah , wuxuuna keenay hogaanka Sucuudiga ee ugu horeeyay , oo leh Diriyah caasimadiisa.
","However , Ibn Dawwas fled and Riyadh capitulated to the Saudis in 1774 , ending long years of wars , and leading to the declaration of the First Saudi State , with Diriyah as its capital.
"
13273,"Dawladdii Sucuudiga ee ugu horreysay waxa burburiyay ciidamo u diray Muhammad Ali oo Masar , oo matalaya Boqortooyada Ciraaq.
","The First Saudi State was destroyed by forces sent by Muhammad Ali of Egypt , acting on behalf of the Ottoman Empire.
"
13274,"Ciidammada Ottoman waxay ku fashilmeen caasimadda Sucuudiga ee 1818.
","However their state , now known as the "" First Saudi State , "" came to a collapse in 1818.
"
13275,"[ 5 ] Waxay ku hayaan ciidamo jooga Najd.
","They had maintained a garrison at Najd.
"
13276,"[ 7 ] Turki bin Abdullah bin Muhammad wuxuu noqday kii ugu horreeyay ee Safiirkii labaad ee Sucuudiga ; oo ahaa ina-adeeshii Sacad bin Saud , wuxuu xukumay 19 sano ilaa 1834 , taasoo keentay in la isku daro degaanka , inkasta oo ay ahaayeen figrad ay ku hoos jirtay xukunka Muhammad Ali , Viceroy ee Masar.
","Turki bin Abdullah bin Muhammad became the first Amir of the Second Saudi State ; the cousin of Saud bin Saud , he ruled for 19 years till 1834 , leading to the consolidation of the area though they were notionally under the control of the Muhammad Ali , the Viceroy of Egypt.
"
13277,"[ 8 ] Ka dib dilkii Turki ee 1834 , wiilkiisii ugu da'da yaraa ee Faisal wuxuu dilay dilkii iyo koontaroolka , wuxuuna diiday inuu xukumo Viceroy ee Masar
","Following the assassination of Turki in 1834 , his eldest son Faisal killed the assassin and took control , and refused to be controlled by the Viceroy of Egypt.
"
13278,"Laami waa aalad la dulsaaro meelo ka mid ah oogada dhulka , si looga sameeyo wado siman oo dadka ama gaadiidku ku dulsocon karaan si sahal ah.
","Where demand for travel by road vehicle to a disconnected island or mainland settlement is high , roll-on / roll-off ferries are commonly available if the journey is relatively short.
"
13279,"Meelaha qaar laamiyada waxaa laga sameeyaa sibid iyo jaajuur la iskudhex laaqay.
","Some places are intentionally car-free , and roads ( if present ) might be used by bicycles or pedestrians.
"
13280,"Wadooyinka waaweyn waxay ka samaysan yihiin dhowr haad ( qaarkood ilaa 10 haad ) oo u kala socda labo jiho oo lid isku ah.
","Roads are a chief source of noise pollution.
"
13281,"Inta ugu badan wadooyinka waaweyn waxay ka xidhan yihiin dadka lugeynaya , baaskiiladaha iyo aqalada si loo ilaaliyo amniga dadka.
","[ ... ] Included are paved roads and other roads with a stabilized base , e.g.
"
13282,"Sidoo kale waxay leeyihiin meelo loo isticmaalo "" nasiimada "" iyo xaaladaha degdega ah.
","Some places are intentionally car-free , and roads ( if present ) might be used by bicycles or pedestrians.
"
13283,"Laami waa aalad la dulsaaro meelo ka mid ah oogada dhulka , si looga sameeyo wado siman oo dadka ama gaadiidku ku dulsocon karaan si sahal ah.
","According to the AASHO Road Test , heavily loaded trucks can do more than 10,000 times the damage done by a normal passenger car.
"
13284,"Meelaha qaar laamiyada waxaa laga sameeyaa sibid iyo jaajuur la iskudhex laaqay.
","There are also other methods and materials to create pavements that have appearance of brick pavements.
"
13285,"Sidoo kale waxay leeyihiin meelo loo isticmaalo "" nasiimada "" iyo xaaladaha degdega ah.
","They are most often used in urban areas where the roughness and loose stone associated with chip seals is considered undesirable.
"
13286,"Robotka waxaa ku arki kartaa warshadaha waaweyn oo isticmaalo mashiinan robot ah.
","Robots are used as educational assistants to teachers.
"
13287,"Magaalada Rojester waa magaalada 3aad ee ugu dadka badan gobolka Minnesota , waxa ka horeeya kaliya Minneapolis , Saint Paul iyo Bloomington.
","It is Minnesota's third-largest city and the largest city located outside the Minneapolis-St . Paul Metropolitan Statistical Area.
"
13288,"Deegaanka magaaladan waxaa loogu magac daray magaalda Rochester , New York.
","The community was founded by George Head and his wife Henrietta who built log cabin Head's Tavern in 1854 and named the city after his hometown of Rochester , New York.
"
13289,"Dunidan aan ku nool nahay waxay ka sameeysan tahay dhagaxaan , carro iyo macdano kale.
","The metamorphic rocks are formed when existing rocks are subjected to such large pressures and temperatures that they are transformed - something that occurs , for example , when continental plates collide.
"
13290,"Ka bilaabato 1935 ilaa 1936di xiliyadii lagu jiray Dagaalkii labaad ee Abessinia-talyaaniga waxoo Graziani ahaa kii dagaalkaas ku hogaaminaayay ciidamada talyaaniga.Ciidamadiisa waxee weerar ka soo qaadeen Dhulka Talyaaniga ee Soomaaliya xiliyadii oo talyaaniga gumeesanaayay dhulka soomaaliyeed , sidoo kale waxoo ciidamada talyaaniga ku hogaaminaayay Dagaalkii Jenale Doria iyo Dagaalkii Ogaden
","During the Second Italo-Abyssinian War in 1935 and 1936 , Graziani was the commander of the southern front.
"
13291,"[ 6 ] [ 7 ] [ 8 ] [ 9 ] Waxa uu yahay guddoomiyaha xisbiga PDP-Laban.
","What is your definition of a human being ? ""
"
13292,"[ 10 ] Duterte wuxuu cilmiga siyaasadda ka bartay Jaamacadda Filibiin , oo ka qalinjabisay 1968-ka , ka hor inta uusan helin shahaadada sharciga ee San Beda College of Law ee 1972-kii.
","He obtained a law degree from San Beda College of Law in 1972.
"
13293,"Kadib wuxuu ka shaqeynayay garyaqaan wuxuuna u ahaa xeer ilaaliye Davao City , magaalo wayn oo Mindanao jasiiradda , ka hor inta uusan noqon duqa magaalada , kadibna duqa magaalada ka dib soo ifbaxay filimkiisii Filibiin ee 1986.
","He then worked as a lawyer and was a prosecutor for Davao City , before becoming vice mayor and , subsequently , mayor of the city in the wake of the Philippine Revolution of 1986.
"
13294,"Duterte wuxuu ka mid ahaa badhasaabka ugu adeega Filibiin , isaga oo adeegaya todobo shuruudood iyo in ka badan 22 sano.
","In 2001 , he ran again for mayor of Davao and was elected for a fourth term.
"
13295,"[ 19 ] [ 20 ] Duterte ayaa si bareer ah u xaqiijiyay oo beeniyay inuu ku lug lahaa.
","Duterte has alternately confirmed and denied his involvement.
"
13296,"[ 20 ] Kiiska ayaa tan iyo markii dib loo furay.
","Duterte has alternately confirmed and denied his involvement.
"
13297,"[ 22 ] Duterte ayaa si joogta ah u xaqiijiyay in uu si shakhsi ah u dilay saddex tuhmane oo afduub loo geystay koontarool booliis halka Duqa magaalada Davao 1988-kii.
","Duterte has repeatedly confirmed that he personally killed criminal suspects as mayor of Davao.
"
13298,"Jaamacadda Roma Tre ( Università degli Studi Roma Tre ) waa jaamacadda saddexaad ee ugu weyn dalyaka Talyaaniga kuna taal magaaada Roma waana jaamacadda labaad ee xagga tirada ardada dhigata ugu badan.
","The association groups and networks of which Roma Tre University is a member are : Admission to the University is restricted and competitive.
"
13299,"waa wadan ku yaalo bariga koonfureed ee qaarada Yurub.
","The average annual temperature is in the south and in the north.
"
13300,"Romaan ( Romaania Listeni [ Romuusia Listeni [ romɨni.a ] ) waa gobol madax bannaan oo ku yaal bartamaha bartamaha , bariga , iyo koonfur-galbeed ee Yurub.
","The average annual temperature is in the south and in the north.
"
13301,"Waxay xuduud u tahay badda madow , Bulgaria , Ukraine , Hungary , Serbia , iyo Moldova.
","They are surrounded by the Moldavian and Transylvanian plateaus , the Carpathian Basin and the Wallachian plains.
"
13302,"Waxay leedahay cimilo badan oo dabiiciga ah oo cimilada ah oo leh qaar ka mid ah Oceanic , Mediterranean , iyo xitaa saameynta xilliyada Scaninavian-Baltic.
","It has one of the largest refining capacities in Eastern Europe , even though oil and natural gas production has been decreasing for more than a decade.
"
13303,"Ku dhowaad 20 milyan oo qof , waddanku waa gobolka toddobaad ee ugu badan ee ka mid ah Midowga Yurub iyo tobankii guud ee Yurub.
","With a total area of , Romania is the 12th-largest country in Europe and the 7th most populous member state of the European Union , having approximately 20 million inhabitants.
"
13304,"Webiga River Danube , oo ah webiga labaad ee ugu dheer Yurub , wuxuu kordhay jarmalka , wuxuuna u dhexeeyaa jihada koonfur bari ee 2,857 km ( 1,775 mi ) , isagoo ku weheliya toban waddan kahor inta uusan faaruqin Danube Delta.
","The River Danube , Europe's second-longest river , rises in Germany's Black Forest and flows in a generally southeasterly direction for , coursing through ten countries before emptying into Romania's Danube Delta.
"
13305,"[ 9 ] Modern-ka Romania waxaa la aasaasay 1859 iyada oo loo marayo urur shaqsi ah oo ka mid ah Maamullada Danubiyaanka ee Moldavia iyo Wallachia.
","Modern Romania was formed in 1859 through a personal union of the Danubian Principalities of Moldavia and Wallachia.
"
13306,"Gobolka cusub , oo si rasmi ah loogu magacaabay Romania tan iyo 1866-kii , ayaa xor ka ah Boqortooyadii Boqortooyada ee 1877.
","Romania is a secular state and has no state religion.
"
13307,"Dhamaadkii Dagaalkii Dunida I , Transylvania , Bukovina iyo Bessarabiya waxay ku midoobeen boqortooyada Boqortooyada Roomaaniya.
","The General Congress of Bukovina proclaimed the union of the province with Romania on 28 November 1918 , and the Grand National Assembly proclaimed the union of Transylvania , Banat , Crișana and Maramureș with the kingdom on 1 December.
"
13308,"Intii lagu jiray dagaalkii labaad ee dunida , Romania waxay ahayd xulafada Nazi Jarmalka ee ka soo horjeeda Midowgii Soofiyeetka , iyagoo la dagaallamaya dhinaca Wehrmacht ilaa 1944-kii , markii ay ku biireen awoodda Allied iyo inay la qabsadeen xoogagga Ciidanka Xoogga.
","In November 1940 , Romania signed the Tripartite Pact and , consequently , in June 1941 entered World War II on the Axis side , fighting against the Soviet Union until August 1944 , when it joined the Allies and recovered Northern Transylvania.
"
13309,"Dagaalka ka dib , Romania waxay noqotay Jamhuuriyad bulshadeed oo xubin ka ah Warsaw Saxiixa.
","Following the war , under the occupation of the Red Army's forces , Romania became a socialist republic and a member of the Warsaw Pact.
"
13310,"Ka dib Kacaanka 1989 , Romania waxay bilowday in ay u gudubto dimuquraaddiyadda iyo dhaqaalaha suuqa dhaqaalaha.
","After the 1989 Revolution , Romania began a transition towards democracy and a market economy.
"
13311,"Af-Romani ( "" limba română ama română "" ) waa af lagagahadlo Romania , Moldofa , Kanada , Maraykanka , Ruushka , Ukrain , Israaiil , Serbia iyo Hungaria.
","circo ) and or to or ( Lat.
"
13312,"Dadka kuhadlo luqada waa qiaas 28 milyan oo qof.
","Romanian is the official language of the Republic of Moldova.
"
13313,"Waa Midowga Yurub oo ah xadka afaraad ee ugu badan magaalada.
","It is the third most populous city in the European Union by population within city limits.
"
13314,"Waa bartamaha magaalada Metropolitan ee Rome , oo leh dad ka kooban 4.3 milyan oo qof.
","Today , the city is a major artistic centre , with numerous art institutes and museums.
"
13315,"Vatican City waa dal madaxbannaan oo ka mid ah xudduudaha magaalada Rome , tusaalaha kaliya ee jira ee ku yaala magaalo : sidaas darteed Rome badanaa waxaa lagu qeexay caasimadda labada dawladood.
","Vatican City ( the smallest country in the world ) is an independent country inside the city boundaries of Rome , the only existing example of a country within a city ; for this reason Rome has sometimes been defined as the capital of two states.
"
13316,"[ 4 ] Ka dib markii aasaaskii halyayada ee Romulus , [ 22 ] Rome waxaa loo xukumay muddo 244 sano ah nidaam jimicsi ah , oo markii hore asal ahaan ka soo jeeda latansi iyo Sabine , kadibna boqorro Etruscan.
","After the legendary foundation by Romulus , Rome was ruled for a period of 244 years by a monarchical system , initially with sovereigns of Latin and Sabine origin , later by Etruscan kings.
"
13317,"Dhaqanku wuxuu u dhiibay toddoba boqor : Romulus , Numa Pompilius , Tullus Hostilius , Ancus Marcius , Tarquinius Priscus , Servius Tullius iyo Tarquinius Superbus.
","The tradition handed down seven kings : Romulus , Numa Pompilius , Tullus Hostilius , Ancus Marcius , Tarquinius Priscus , Servius Tullius and Tarquinius Superbus.
"
13318,"Sanadkii 509-kii BC , Roomaanku waxay ka soo saareen boqorkii ugu danbeeyay magaaladooda waxayna aasaaseen Jamhuuriyaal Oligarchik ah.
","It is governed by a mayor and a city council.
"
13319,"Rome ayaa markaa bilaabay wakhti ay ku dheehan tahay dhibaatooyinka gudaha ee u dhaxeeya patricians ( aristocrats ) iyo dadka jecel ( kuwa yaryar ) , iyo dagaal joogto ah oo ka dhan ah dadka ku dhaqan Talyaaniga : Etruscans , Latins , Volsci , Aequi , Marsi.
","Rome then began a period characterised by internal struggles between patricians ( aristocrats ) and plebeians ( small landowners ) , and by constant warfare against the populations of central Italy : Etruscans , Latins , Volsci , Aequi , and Marsi.
"
13320,"Ka dib markii uu noqday macalin Latitude , Rome wuxuu u horseeday dhowr dagaallo ( Gauls , Osci-Samnites iyo gumeysiga Giriigga ee Taranto , oo lala xidhiidhiyay Pyrrhus , Boqorka Epirus ) , natiijadooduna waxay ahayd qabsashadii Xeebta Talyaaniga , laga soo qaaday bartamaha ilaa Magna Graecia [ 25 ] Cunto saddexaad iyo qarnigii 2aad waxay arkeen aasaaska Roomaanka Roomaanka ee Badda Mediterranean iyo Bariga , iyada oo loo marey saddexda saddexda Punic Wars ( 264-146 BC ) waxay la dirireen magaalada Carthage iyo sadexdii Wariye ee Macedoniya ( 212-168 BC ) oo ka soo horjeeda Makedoniya.
","The third and second century BC saw the establishment of Roman hegemony over the Mediterranean and the Balkans , through the three Punic Wars ( 264-146 BC ) fought against the city of Carthage and the three Macedonian Wars ( 212-168 BC ) against Macedonia.
"
13321,"[ 26 ] Kadibna waxaa la aasaasay goboladii ugu horreeyay ee Rome : Sicily , Sardinia iyo Corsica , Hispania , Macedonia , Achaea iyo Afrika.
","The first Roman provinces were established at this time : Sicily , Sardinia and Corsica , Hispania , Macedonia , Achaea and Africa.
"
13322,"Isla muddadaas , kicitaankii beeralayda yaryar iyo aasaasida guryaha hudheelka ee waawayn ayaa ka soo horjeesatay socdaalka magaalada dad badan.
","Rome has many universities and colleges.
"
13323,"Sidaa darted , qeybtii dambe ee qarnigii labaad iyo qarnigii koobaad ee qarnigii koobaad waxaa jiray iskahorimaadyo dibedda iyo dibedaba : ka dib markii isku daygii isbeddelka ahaa ee dib u habeynta bulshooyinka ee dadwaynaha Tiberius iyo Gaius Gracchus , [ 28 ] iyo dagaalka ka dhanka ah Jugurta , [ 28 ] waxaa jiray dagaallo sokeeye oo u dhexeeya Gaius Marius iyo Sulla.
","Because of this , in the second half of the second century and during the first century BC there were conflicts both abroad and internally : after the failed attempt of social reform of the populares Tiberius and Gaius Gracchus , and the war against Jugurtha , there was a first civil war between Gaius Marius and Sulla.
"
13324,"[ 28 ] Taasina waxay raacday gabadha ugu weyn addoonta ee Spartacus , [ 29 ] ka dibna aasaasida Triumvirate ugu horeysay ee la yiraahdo Caesar , Pompey iyo Crassus [ 29 ] Roma waa caasimada dalka Talyaaniga.
","A major slave revolt under Spartacus followed , and then the establishment of the first Triumvirate with Caesar , Pompey and Crassus.
"
13325,"Ronald Wilson Reagan ( noolaa 6 Febraayo 1911-5 Juun 2004 , wuxuu ahaa madaxweynihiin 40aad ee dalka Mareykanka sanadka 1981-1989.Wuxuuna ahaan jiray gudoomiyaha 33aad ee gobolka Kalifornia.Madaxwaynihii asiga ka hoorayeey wuxuu ahaa Jimmy Carter.
","When Reagan visited Moscow for the fourth summit in 1988 , he was viewed as a celebrity by the Soviets.
"
13326,"Sida badan qolku waa mid ka mid ah unugyasa dhisme ee aqal ama dhisme guri ka kooban yahay.
","The nursery is a bedroom for babies or young children.
"
13327,"Qolku waa afargees ka samaysan dhagax , bir , muraayad , caro iyo wixii la mid ah ee loo isticmaalo dhismaha.
","A "" guest room "" is a bedroom used primarily by overnight guests.
"
13328,"Diigu waa labka digaaga , wuxuuna ka mid yahiin xoolaha dadku leeyihiin , kaas oo la cuno hilibkiisa.
","Alternative theories about the origin of weathercocks on church steeples are that it was an emblem of the vigilance of the clergy calling the people to prayer , that it was derived from the Goths and is only possibly a Christian symbol , and that it is an emblem of the sun.
"
13329,"Wakhti imika laga joogo 30 qarni ( 3,000 ) oo sano ka hor , ayaa wadanka Hindiya lagu dhaqan jirey digaaga , laakiin waxaa la aaminsan yahay in wakhti intaas ka badan ka hor dadku dhaqan jirey digaaga.
","In the Bayeux Tapestry of the 1070s , originally of the Bayeux Cathedral and now exhibited at "" Musée de la Tapisserie de Bayeux "" in Bayeux , Normandy , there is a depiction of a man installing a rooster on Westminster Abbey.
"
13330,"Xidid ( ingiriis : Root ) waa faro dhaadheer oo ka baxa jirida geedaha hoosteeda , kuwaas oo ku haya geedka dhulka dushiisa.
","Trees stabilize soil on a slope prone to landslides.
"
13331,"Roseanne Park ( "" Park Chae-young "" ) wuxuu ku dhashay 11-kii Febraayo 1997 magaalada Auckland , New Zealand , waalidiinta soogalootiga ah ee South Korea.
","Roseanne Park ( "" Park Chae-young "" ) was born on 11 February 1997 in Auckland , New Zealand , to South Korean immigrant parents.
"
13332,"Sannadkii 2004 , markay ahayd da'da toddoba , Rosé iyo qoyskeeda waxay u guureen Melbourne , Australia.
","In 2004 , at the age of seven , Rosé and her family moved to Melbourne , Australia.
"
13333,"Rosé wuxuu ka qalinjabiyey Dugsiga Sare ee Gabdhaha ee Canterbury Melinne Waxay bilawday inay heesto oo ay barto sida loo ciyaaro guitar iyo piano markay ahayd cunug waxayna ku cayaartay kuraasta kaniisadaha.
","She began singing and learned to play guitar and piano as a child and performed in church choirs.
"
13334,"Rotterdam Waa magaalada labaad ee ugu weyn Nederland waxaa ku nool qiyas ahaan 588,000 oo qof.
","There is a saying : "" Amsterdam to party , Den Haag ( The Hague ) to live , Rotterdam to work . ""
"
13335,"Rotterdam sidoo kale waamid ka mid magaaloyinka iyo dekedaha caalamka ugu mashquulka badan.waana dekeda ugu weyn ee yurub.
","Being the largest port and one of the largest cities of the country , Rotterdam attracts many people seeking jobs , especially in the cheap labour segment.
"
13336,"Magaalada waxaa mara wabiyaal badan waxaana ugu weyn wabiga Maas.
","The city has 38 skyscrapers and 352 high-rises and has many skyscrapers planned or under construction.
"
13337,"Roubaix ama Robaais waa magaalo ku taala waqooyiga wadanka Faransiiska , oo ku yaala bartamaha magaalada Lille , iyo ayaa u dhow xadka dalka Beljimka.
","While Roubaix is famous for its velodrome , there is more to this city than the cycling sports facilities.
"
13338,"Waxaa ku yaal waqooyi bari ee Lille , oo ku ag taala Tourcoing , Roubaix waa "" chef-lieu "" ee laba kantoon iyo magaalada saddexaad ee ugu weyn ee gobolka Faransiiska ee "" Hauts-de-France "" ay ku nool yihiin dad ku dhowaad 96 kun dadka deggan.
","Located to the northeast of Lille , adjacent to Tourcoing , Roubaix is the chef-lieu of two cantons and the third largest city in the French region of Hauts-de-France ranked by population with nearly 96,000 inhabitants.
"
13339,"Magaaladan cusub ee cusub waxay la kulantay caqabado badan oo la xidhiidha farsamaynta sida foosha muraayadaha magaalooyinka , oo leh saamayntooda dhaqaale iyo bulsheed ee la xidhiidha , tan iyo markii shirkadaha waawayn ay hoos u dhaceen bartamihii 1970-yadii.
","This former new town has faced many challenges linked to deindustrialisation such as urban decay , with their related economic and social implications , since its major industries fell into decline by the middle of the 1970s.
"
13340,"Wadajir ahaan magaalooyinka u dhow Lille , Tourcoing , Villeneuve-d'Ascq iyo siddeed iyo lix wadaagayaal kale ah , Roubaix wuxuu siinayaa qaab dhismeed afar magaalo oo ku yaal magaalo weyn oo ku nool dad ka badan malyan oo qof : Metropolis Yurub ee Lille.
","Together with the nearby cities of Lille , Tourcoing , Villeneuve-d 'Ascq and eighty-six other communes , Roubaix gives structure to a four-centred metropolitan area inhabited by more than 1.1 million people : the European Metropolis of Lille.
"
13341,"Rubiidhiyaam waa bir ka tirsan birta alkali taas oo leh midab cowlaan-cad , jilicsan , miisaankeeduna yahay 85.4678.
",""" Rubidium "" is a chemical element with the symbol Rb and atomic number 37.
"
13342,"Caa'isha uma dhalin wax caruur ah nebiga , markuu nebigu ka dhintey iyada da'deedu waxay ahayd 17 sano jir.
","Ruqayyah became a Muslim when her mother died.
"
13343,"Intaasi waxaa dheer , Ca'isha waxay nebiga kala hadhay aqoon iyo cilmi aad u badan , waxaana la sheegaa in Caaisha warisey in ka badan 2,000 oo Xadiis.
","They returned to Abyssinia in 616 , and there Ruqayyah gave birth to a son , Abdullah , in 619.
"
13344,"w : vi : russiaw : hi : Russia Wadanka ruushka ( ru : Россия ) waa wadanka ugu weyn aduunka , wuxuuna ku yaalaa qaaradaha Yurub iyo Aasiya.
","Russia , or the Russian Federation , is a transcontinental country located in Eastern Europe and Northern Asia.
"
13345,"Woqooyiga ruushka waa dhul aad u qaboow , oo dad badan degeneen.
","Corporate , property , and land raiding is commonplace.
"
13346,"Under Peter The Great , Ruushka waxaa lagu dhawaaqay Boqortooyada 1721 waxaana loo aqoonsan yahay inuu yahay awood caalami ah.
","The Norwegian-Russian Chamber of Commerce also states that "" [ c ] orruption is one of the biggest problems both Russian and international companies have to deal with . ""
"
13347,"Sannadkii 1682 ilaa 1725 , Peter ayaa ka adkaaday Sweden Dagaalkii Waqooyiga Ameerika , isaga oo ku qasbay in uu ka soo horjeedo West Karelia iyo Ingria ( laba gobol oo ay waayeen Ruushka wakhtiga Dhibaatada ) , [ 70 ] iyo sidoo kale Estland iyo Livland , oo hubinaya helitaanka Ruushka ee badda iyo badda.
","Ruling from 1682 to 1725 , Peter defeated Sweden in the Great Northern War , forcing it to cede West Karelia and Ingria ( two regions lost by Russia in the Time of Troubles ) , as well as Estland and Livland , securing Russia's access to the sea and sea trade.
"
13348,"[ 71 ] Badda Badda , Peter ayaa aasaasay caasimadda cusub ee Saint Petersburg , oo markii dambe loo yaqaan "" daaqadda Europe "".
","On the Baltic Sea , Peter founded a new capital called Saint Petersburg , later known as Russia's "" window to Europe . ""
"
13349,"Boqortooyada Peter I ee gabadha Elizabeth ee 1741-62 waxay ku aragtay inay ka qayb qaadatay Ruushka ee Dagaalkii Sano Sano ( 1756-63 ).
","This was a significant factor that contributed to the Bolshevik attitude to religion and the steps they took to control it.
"
13350,"Inta lagu guda jiro colaadaha Ruushka ayaa bari ka dhigay Bariga Prussia mudo ahna waxay ku qaadatay Berlin.
","During this conflict Russia annexed East Prussia for a while and even took Berlin.
"
